,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7
1,0.7972244514017067,0.7757103866932582,0.7269116951721404,0.7951597606954461,0.8453815328320365,0.7418565220734245,0.785652492624245
2,0.9037203765997001,0.7651692966909904,0.7419934181014538,0.7683365182414471,0.8206816847274506,0.6521007551409947,0.7649926791847745
3,0.8294069504335926,0.700537857973087,0.7610849364588372,0.7448215228718431,0.8454548758787084,0.7787325489564161,0.8395341292069874
4,0.8614592935141323,0.7577677678511006,0.7950722953531345,0.6360555860321485,0.8772937276004821,0.7290225865044898,0.7591270193512405
5,0.7970763844953601,0.7974998440608123,0.772240078133406,0.6806031537878856,0.8450278125742291,0.794103009884343,0.799659066534592
6,0.8119691413826654,0.8099500257647575,0.793769724678575,0.6525161482202955,0.8692589186445203,0.7662083572113086,0.7946405449251096
7,0.7636972612684374,0.7573724224782844,0.7372534625497749,0.7226237272854127,0.8479370946561654,0.8031608497151309,0.8157091971943593
8,0.8214289752378291,0.7884762203408361,0.7287162583748065,0.6896440468387328,0.7492751828998089,0.7459751975623807,0.7895204571266529
9,0.7499076079648967,0.7490655825424989,0.7458491372769226,0.7069377966628972,0.6982483329494569,0.7345035320999375,0.7910157035965565
10,0.7231489076225488,0.7248227105752186,0.7723231081820039,0.6984662316480941,0.7461753880942205,0.7306340901463877,0.7936051203927202
11,0.6745186669512675,0.7106075030026544,0.6679822575740613,0.715774141969175,0.7001256463141075,0.7112256717060416,0.7748065305724094
12,0.6607960944526194,0.708837773877664,0.7717844218653614,0.749378096768296,0.7267057528312166,0.6991531929650704,0.7693545868476128
13,0.6525266069661542,0.72587779049274,0.7275429344197094,0.7280956642582582,0.7014660634297873,0.7378219940136338,0.7979294389266672
14,0.6601575796899863,0.7371183172530168,0.7241049958790412,0.6874982577855435,0.6369955234849033,0.6998528506795406,0.7294853877391417
15,0.65014182466572,0.6927098891201969,0.6562836346207805,0.6854330797671776,0.6710250786860108,0.7394452616572813,0.7915886787681325
16,0.7028955749569559,0.74080246785143,0.6741004019121594,0.7231308890024335,0.6610602522174921,0.7452720621948095,0.7709446360807667
17,0.56478264182797,0.6723005525515531,0.6419872290659862,0.7128842091286618,0.6358610022474315,0.7687683894429626,0.7610168961599435
18,0.5905366717085955,0.6498799146743932,0.6287399451720507,0.7438365739314282,0.6368980590865523,0.7665165929257691,0.7268621106190389
19,0.5827812827333674,0.6498829181878312,0.611335967431885,0.7479614310958654,0.6576882460433944,0.76647951635083,0.7006145746670958
20,0.6040978025009311,0.6373287532409362,0.669254911696763,0.7176975521628608,0.6975802791595619,0.7155277912280449,0.7152048279334876
21,0.5733131233237534,0.6194624709978374,0.5973868071102857,0.7010547929510886,0.6751324794672392,0.6470874744603405,0.6858712507913688
22,0.5604936386898162,0.6277860448576953,0.5944952229620838,0.7899902471503761,0.6877697884203313,0.6758111305198773,0.7093611270680227
23,0.6039145846034606,0.6059357812790629,0.6001810281917139,0.7449241835768968,0.6545759956645563,0.6622209456779828,0.6526995664419107
24,0.6102607157737616,0.6055398083908626,0.5849602270370583,0.7195062078181244,0.654554884272912,0.6509688722496871,0.6335731961987284
25,0.5942853810404953,0.5844713288127353,0.5861308550398288,0.7615376056965535,0.6691843979468207,0.6124271263349405,0.6333997785635036
